Date,Account,Debit,Credit
10-01-15,Beer Sales,,138
12-01-15,Beer Sales,,65
13-01-15,Beer Sales,,58
14-01-15,Beer Sales,,174
15-01-15,Beer Sales,,50
16-01-15,Beer Sales,,83
17-01-15,Beer Sales,,131
18-01-15,Beer Sales,,42
19-01-15,Beer Sales,,7
20-01-15,Beer Sales,,22
21-01-15,Beer Sales,,57
22-01-15,Beer Sales,,15
23-01-15,Beer Sales,,107
24-01-15,Beer Sales,,115
25-01-15,Beer Sales,,31
26-01-15,Beer Sales,,58
27-01-15,Beer Sales,,73
28-01-15,Beer Sales,,12
29-01-15,Beer Sales,,62
30-01-15,Beer Sales,,65
31-01-15,Beer Sales,,43
03-02-15,Beer Sales,,13
04-02-15,Beer Sales,,80
05-02-15,Beer Sales,,15
06-02-15,Beer Sales,,64
07-02-15,Beer Sales,,15
08-02-15,Beer Sales,,33
10-02-15,Beer Sales,,15
11-02-15,Beer Sales,,7
13-02-15,Beer Sales,,127
14-02-15,Beer Sales,,56
15-02-15,Beer Sales,,42
17-02-15,Beer Sales,,50
18-02-15,Beer Sales,,15
19-02-15,Beer Sales,,51
20-02-15,Beer Sales,,22
21-02-15,Beer Sales,,88
22-02-15,Beer Sales,,21
23-02-15,Beer Sales,,7
25-02-15,Beer Sales,,63
26-02-15,Beer Sales,,38
27-02-15,Beer Sales,,87
28-02-15,Beer Sales,,49
01-03-15,Beer Sales,,73
02-03-15,Beer Sales,,7
03-03-15,Beer Sales,,21
04-03-15,Beer Sales,,60
05-03-15,Beer Sales,,22
06-03-15,Beer Sales,,15
07-03-15,Beer Sales,,102
08-03-15,Beer Sales,,15
09-03-15,Beer Sales,,7
10-03-15,Beer Sales,,26
11-03-15,Beer Sales,,41
12-03-15,Beer Sales,,7
13-03-15,Beer Sales,,22
14-03-15,Beer Sales,,108
15-03-15,Beer Sales,,36
17-03-15,Beer Sales,,105
18-03-15,Beer Sales,,77
20-03-15,Beer Sales,,36
20-03-15,Beer Sales,,85
21-03-15,Beer Sales,,101
22-03-15,Beer Sales,,15
24-03-15,Beer Sales,,15
26-03-15,Beer Sales,,44
27-03-15,Beer Sales,,164
28-03-15,Beer Sales,,173
29-03-15,Beer Sales,,14
30-03-15,Beer Sales,,21
30-03-15,Beer Sales,,22
01-04-15,Beer Sales,,26
02-04-15,Beer Sales,,49
04-04-15,Beer Sales,,78
07-04-15,Beer Sales,,7
08-04-15,Beer Sales,,65
09-04-15,Beer Sales,,7
10-04-15,Beer Sales,,65
11-04-15,Beer Sales,,180
12-04-15,Beer Sales,,50
13-04-15,Beer Sales,,22
14-04-15,Beer Sales,,65
15-04-15,Beer Sales,,65
16-04-15,Beer Sales,,86
17-04-15,Beer Sales,,116
18-04-15,Beer Sales,,50
19-04-15,Beer Sales,,22
20-04-15,Beer Sales,,7
21-04-15,Beer Sales,,21
22-04-15,Beer Sales,,93
23-04-15,Beer Sales,,84
24-04-15,Beer Sales,,104
25-04-15,Beer Sales,,76
27-04-15,Beer Sales,,28
28-04-15,Beer Sales,,22
29-04-15,Beer Sales,,94
30-04-15,Beer Sales,,101
01-05-15,Beer Sales,,270
02-05-15,Beer Sales,,198
03-05-15,Beer Sales,,62
04-05-15,Beer Sales,,98
05-05-15,Beer Sales,,52
06-05-15,Beer Sales,,58
07-05-15,Beer Sales,,98
08-05-15,Beer Sales,,194
09-05-15,Beer Sales,,200
10-05-15,Beer Sales,,83
11-05-15,Beer Sales,,36
12-05-15,Beer Sales,,36
13-05-15,Beer Sales,,36
14-05-15,Beer Sales,,98
15-05-15,Beer Sales,,72
16-05-15,Beer Sales,,176
17-05-15,Beer Sales,,77
18-05-15,Beer Sales,,97
19-05-15,Beer Sales,0,
19-05-15,Beer Sales,,29
20-05-15,Beer Sales,,86
21-05-15,Beer Sales,,64
22-05-15,Beer Sales,0,
22-05-15,Beer Sales,,78
23-05-15,Beer Sales,,194
24-05-15,Beer Sales,,213
25-05-15,Beer Sales,,43
26-05-15,Beer Sales,,149
27-05-15,Beer Sales,,51
28-05-15,Beer Sales,,100
29-05-15,Beer Sales,,158
30-05-15,Beer Sales,,81
31-05-15,Beer Sales,,57
01-06-15,Beer Sales,,56
02-06-15,Beer Sales,,64
03-06-15,Beer Sales,,86
04-06-15,Beer Sales,,101
05-06-15,Beer Sales,,124
06-06-15,Beer Sales,,131
07-06-15,Beer Sales,,42
08-06-15,Beer Sales,,102
09-06-15,Beer Sales,,120
10-06-15,Beer Sales,,72
11-06-15,Beer Sales,,202
12-06-15,Beer Sales,,119
13-06-15,Beer Sales,,195
14-06-15,Beer Sales,,7
14-06-15,Beer Sales,,58
15-06-15,Beer Sales,,69
16-06-15,Beer Sales,,144
17-06-15,Beer Sales,,28
18-06-15,Beer Sales,,241
19-06-15,Beer Sales,,260
20-06-15,Beer Sales,,203
20-06-15,Beer Sales,,112
21-06-15,Beer Sales,,159
22-06-15,Beer Sales,,49
23-06-15,Beer Sales,,42
24-06-15,Beer Sales,,188
25-06-15,Beer Sales,,69
26-06-15,Beer Sales,,28
27-06-15,Beer Sales,,151
29-06-15,Beer Sales,,108
30-06-15,Beer Sales,,102
30-06-15,Beer Sales,,43
02-07-15,Beer Sales,,79
03-07-15,Beer Sales,,211
04-07-15,Beer Sales,,71
05-07-15,Beer Sales,,86
06-07-15,Beer Sales,,36
07-07-15,Beer Sales,,189
08-07-15,Beer Sales,,50
09-07-15,Beer Sales,,72
10-07-15,Beer Sales,,142
11-07-15,Beer Sales,,103
12-07-15,Beer Sales,,79
13-07-15,Beer Sales,,22
14-07-15,Beer Sales,,122
15-07-15,Beer Sales,,34
16-07-15,Beer Sales,,93
17-07-15,Beer Sales,,55
18-07-15,Beer Sales,,72
19-07-15,Beer Sales,,116
20-07-15,Beer Sales,,72
21-07-15,Beer Sales,,94
22-07-15,Beer Sales,,70
23-07-15,Beer Sales,,203
25-07-15,Beer Sales,,139
26-07-15,Beer Sales,,125
27-07-15,Beer Sales,,126
27-07-15,Beer Sales,,222
28-07-15,Beer Sales,,121
29-07-15,Beer Sales,,150
30-07-15,Beer Sales,,62
31-07-15,Beer Sales,,135
01-08-15,Beer Sales,,190
02-08-15,Beer Sales,,29
04-08-15,Beer Sales,,51
05-08-15,Beer Sales,,65
06-08-15,Beer Sales,,137
07-08-15,Beer Sales,,114
08-08-15,Beer Sales,,261
09-08-15,Beer Sales,,78
10-08-15,Beer Sales,,72
11-08-15,Beer Sales,,104
12-08-15,Beer Sales,,63
13-08-15,Beer Sales,,225
14-08-15,Beer Sales,,162
15-08-15,Beer Sales,,121
16-08-15,Beer Sales,,86
17-08-15,Beer Sales,,292
18-08-15,Beer Sales,,143
19-08-15,Beer Sales,,180
20-08-15,Beer Sales,,49
21-08-15,Beer Sales,,79
22-08-15,Beer Sales,,94
23-08-15,Beer Sales,,219
24-08-15,Beer Sales,,48
25-08-15,Beer Sales,,109
26-08-15,Beer Sales,,114
27-08-15,Beer Sales,,83
28-08-15,Beer Sales,,127
29-08-15,Beer Sales,,274
30-08-15,Beer Sales,,156
31-08-15,Beer Sales,,109
01-09-15,Beer Sales,,150
02-09-15,Beer Sales,,97
03-09-15,Beer Sales,,36
04-09-15,Beer Sales,,102
05-09-15,Beer Sales,,177
06-09-15,Beer Sales,,173
07-09-15,Beer Sales,,110
08-09-15,Beer Sales,,78
09-09-15,Beer Sales,,22
10-09-15,Beer Sales,,216
11-09-15,Beer Sales,,106
12-09-15,Beer Sales,,113
13-09-15,Beer Sales,,58
14-09-15,Beer Sales,,20
15-09-15,Beer Sales,,41
16-09-15,Beer Sales,,152
17-09-15,Beer Sales,,29
18-09-15,Beer Sales,,95
19-09-15,Beer Sales,,143
20-09-15,Beer Sales,,70
21-09-15,Beer Sales,,65
22-09-15,Beer Sales,,57
23-09-15,Beer Sales,,22
24-09-15,Beer Sales,,80
25-09-15,Beer Sales,,140
26-09-15,Beer Sales,,1028
27-09-15,Beer Sales,,114
28-09-15,Beer Sales,,21
30-09-15,Beer Sales,,14
01-10-15,Beer Sales,,47
02-10-15,Beer Sales,,35
03-10-15,Beer Sales,,91
04-10-15,Beer Sales,,35
05-10-15,Beer Sales,,50
06-10-15,Beer Sales,,20
07-10-15,Beer Sales,,62
08-10-15,Beer Sales,,44
09-10-15,Beer Sales,,42
10-10-15,Beer Sales,,35
11-10-15,Beer Sales,,46
13-10-15,Beer Sales,,7
14-10-15,Beer Sales,,36
15-10-15,Beer Sales,,42
16-10-15,Beer Sales,,55
17-10-15,Beer Sales,,61
18-10-15,Beer Sales,,27
20-10-15,Beer Sales,,21
21-10-15,Beer Sales,,65
22-10-15,Beer Sales,,29
23-10-15,Beer Sales,,63
24-10-15,Beer Sales,,54
25-10-15,Beer Sales,,50
26-10-15,Beer Sales,,14
27-10-15,Beer Sales,,36
28-10-15,Beer Sales,,7
29-10-15,Beer Sales,,33
30-10-15,Beer Sales,,78
31-10-15,Beer Sales,,114
01-11-15,Beer Sales,,34
02-11-15,Beer Sales,,14
03-11-15,Beer Sales,,62
04-11-15,Beer Sales,,57
05-11-15,Beer Sales,,70
06-11-15,Beer Sales,,42
07-11-15,Beer Sales,,43
08-11-15,Beer Sales,,7
09-11-15,Beer Sales,,20
10-11-15,Beer Sales,,44
11-11-15,Beer Sales,,105
12-11-15,Beer Sales,,56
13-11-15,Beer Sales,,48
14-11-15,Beer Sales,,113
15-11-15,Beer Sales,,63
16-11-15,Beer Sales,,26
17-11-15,Beer Sales,,58
18-11-15,Beer Sales,,21
19-11-15,Beer Sales,,7
20-11-15,Beer Sales,,118
21-11-15,Beer Sales,,171
22-11-15,Beer Sales,,35
23-11-15,Beer Sales,,13
24-11-15,Beer Sales,,15
25-11-15,Beer Sales,,13
26-11-15,Beer Sales,,67
27-11-15,Beer Sales,,157
28-11-15,Beer Sales,,185
30-11-15,Beer Sales,,21
01-12-15,Beer Sales,,86
02-12-15,Beer Sales,,108
03-12-15,Beer Sales,,41
04-12-15,Beer Sales,,136
05-12-15,Beer Sales,,99
06-12-15,Beer Sales,,26
07-12-15,Beer Sales,,84
08-12-15,Beer Sales,,15
09-12-15,Beer Sales,,13
10-12-15,Beer Sales,,60
11-12-15,Beer Sales,,310
12-12-15,Beer Sales,,223
13-12-15,Beer Sales,,44
14-12-15,Beer Sales,,33
15-12-15,Beer Sales,,65
16-12-15,Beer Sales,,33
17-12-15,Beer Sales,,56
17-12-15,Beer Sales,,165
18-12-15,Beer Sales,,68
19-12-15,Beer Sales,,58
20-12-15,Beer Sales,,43
21-12-15,Beer Sales,,70
22-12-15,Beer Sales,,51
23-12-15,Beer Sales,,14
26-12-15,Beer Sales,,36
27-12-15,Beer Sales,,47
28-12-15,Beer Sales,,112
29-12-15,Beer Sales,,78
30-12-15,Beer Sales,,12
31-12-15,Beer Sales,,55
02-01-16,Beer Sales,,120
02-01-16,Beer Sales,,36
06-01-16,Beer Sales,,7
07-01-16,Beer Sales,,33
08-01-16,Beer Sales,,57
09-01-16,Beer Sales,,64
11-01-16,Beer Sales,,20
12-01-16,Beer Sales,,13
13-01-16,Beer Sales,,7
14-01-16,Beer Sales,,22
15-01-16,Beer Sales,,107
16-01-16,Beer Sales,,114
17-01-16,Beer Sales,,20
18-01-16,Beer Sales,,22
19-01-16,Beer Sales,,7
20-01-16,Beer Sales,,29
21-01-16,Beer Sales,,57
22-01-16,Beer Sales,,41
23-01-16,Beer Sales,,54
24-01-16,Beer Sales,,20
25-01-16,Beer Sales,,7
27-01-16,Beer Sales,,7
28-01-16,Beer Sales,,54
29-01-16,Beer Sales,,72
30-01-16,Beer Sales,,135
31-01-16,Beer Sales,,20
01-02-16,Beer Sales,,36
03-02-16,Beer Sales,,54
04-02-16,Beer Sales,,43
05-02-16,Beer Sales,,92
06-02-16,Beer Sales,,97
07-02-16,Beer Sales,,41
08-02-16,Beer Sales,,7
09-02-16,Beer Sales,,41
10-02-16,Beer Sales,,39
,,0,126288
,,,
28-07-13,Catering Sales,,98
08-02-14,Catering Sales,,169
,,0,267
,,32806,6450782
,,,
,,,
02-04-13,Misc Food,4,
04-04-13,Misc Food,3,
09-04-13,Misc Food,3,
16-04-13,Misc Food,3,
16-04-13,Misc Food,5,
18-04-13,Misc Food,8,
23-04-13,Misc Food,63,
25-04-13,Misc Food,105,
02-05-13,Misc Food,3,
02-05-13,Misc Food,3,
02-05-13,Misc Food,10,
03-05-13,Misc Food,58,
03-05-13,Misc Food,12,
14-05-13,Misc Food,65,
30-05-13,Misc Food,4,
30-05-13,Misc Food,6,
30-05-13,Misc Food,1,
30-05-13,Misc Food,24,
30-05-13,Misc Food,8,
30-05-13,Misc Food,9,
30-05-13,Misc Food,26,
30-05-13,Misc Food,10,
30-05-13,Misc Food,22,
30-05-13,Misc Food,8,
30-05-13,Misc Food,3,
30-05-13,Misc Food,2,
30-05-13,Misc Food,16,
31-05-13,Misc Food,16,
03-06-13,Misc Food,17,
03-06-13,Misc Food,14,
14-06-13,Misc Food,35,
16-06-13,Misc Food,3,
16-06-13,Misc Food,31,
16-06-13,Misc Food,5,
16-06-13,Misc Food,28,
16-06-13,Misc Food,5,
25-06-13,Misc Food,78,
25-06-13,Misc Food,43,
25-06-13,Misc Food,240,
25-06-13,Misc Food,29,
25-06-13,Misc Food,29,
25-06-13,Misc Food,98,
25-06-13,Misc Food,65,
25-06-13,Misc Food,5,
25-06-13,Misc Food,5,
26-06-13,Misc Food,116,
26-06-13,Misc Food,76,
27-06-13,Misc Food,31,
27-06-13,Misc Food,12,
27-06-13,Misc Food,17,
02-07-13,Misc Food,13,
09-07-13,Misc Food,12,
09-07-13,Misc Food,7,
11-07-13,Misc Food,20,
16-07-13,Misc Food,56,
20-07-13,Misc Food,78,
24-07-13,Misc Food,103,
14-08-13,Misc Food,83,
14-08-13,Misc Food,91,
14-08-13,Misc Food,84,
14-08-13,Misc Food,127,
14-08-13,Misc Food,5,
21-08-13,Misc Food,15,
04-09-13,Misc Food,38,
04-09-13,Misc Food,3,
12-09-13,Misc Food,193,
20-09-13,Misc Food,26,
24-09-13,Misc Food,62,
26-09-13,Misc Food,11,
30-09-13,Misc Food,19,
30-09-13,Misc Food,68,
09-10-13,Misc Food,73,
09-10-13,Misc Food,66,
17-10-13,Misc Food,122,
24-10-13,Misc Food,16,
24-10-13,Misc Food,11,
26-10-13,Misc Food,25,
28-10-13,Misc Food,41,
18-11-13,Misc Food,13,
18-11-13,Misc Food,15,
21-11-13,Misc Food,20,
21-11-13,Misc Food,73,
21-11-13,Misc Food,63,
28-11-13,Misc Food,2,
28-11-13,Misc Food,426,
30-11-13,Misc Food,184,
04-12-13,Misc Food,12,
05-12-13,Misc Food,21,
05-12-13,Misc Food,90,
07-12-13,Misc Food,1,
12-12-13,Misc Food,81,
17-12-13,Misc Food,6,
17-12-13,Misc Food,18,
27-12-13,Misc Food,393,
27-12-13,Misc Food,40,
27-12-13,Misc Food,16,
29-12-13,Misc Food,10,
07-01-14,Misc Food,136,
08-01-14,Misc Food,15,
08-01-14,Misc Food,29,
17-01-14,Misc Food,80,
27-01-14,Misc Food,18,
27-01-14,Misc Food,19,
27-01-14,Misc Food,40,
29-01-14,Misc Food,6,
30-01-14,Misc Food,10,
30-01-14,Misc Food,23,
30-01-14,Misc Food,51,
30-01-14,Misc Food,36,
30-01-14,Misc Food,24,
05-02-14,Misc Food,6,
06-02-14,Misc Food,37,
13-02-14,Misc Food,12,
20-02-14,Misc Food,13,
20-02-14,Misc Food,24,
28-02-14,Misc Food,35,
28-02-14,Misc Food,8,
28-02-14,Misc Food,5,
06-03-14,Misc Food,16,
11-03-14,Misc Food,43,
12-03-14,Misc Food,52,
12-03-14,Misc Food,24,
18-03-14,Misc Food,9,
21-03-14,Misc Food,8,
24-03-14,Misc Food,22,
25-03-14,Misc Food,75,
27-03-14,Misc Food,34,
31-03-14,Misc Food,25,
31-03-14,Misc Food,77,
03-04-14,Misc Food,35,
12-04-14,Misc Food,21,
12-04-14,Misc Food,15,
29-04-14,Misc Food,0,
30-04-14,Misc Food,7,
06-05-14,Misc Food,26,
06-05-14,Misc Food,38,
12-05-14,Misc Food,260,
16-05-14,Misc Food,60,
16-05-14,Misc Food,29,
20-05-14,Misc Food,4,
20-05-14,Misc Food,9,
20-05-14,Misc Food,16,
26-05-14,Misc Food,58,
26-05-14,Misc Food,89,
28-05-14,Misc Food,22,
28-05-14,Misc Food,114,
29-05-14,Misc Food,84,
16-06-14,Misc Food,11,
18-06-14,Misc Food,169,
18-06-14,Misc Food,144,
20-06-14,Misc Food,117,
20-06-14,Misc Food,30,
20-06-14,Misc Food,31,
20-06-14,Misc Food,3,
27-06-14,Misc Food,42,
29-06-14,Misc Food,40,
29-06-14,Misc Food,154,
30-06-14,Misc Food,22,
30-06-14,Misc Food,62,
30-06-14,Misc Food,181,
05-07-14,Misc Food,29,
18-07-14,Misc Food,11,
27-07-14,Misc Food,17,
29-07-14,Misc Food,30,
01-08-14,Misc Food,26,
01-08-14,Misc Food,49,
05-08-14,Misc Food,15,
19-08-14,Misc Food,6,
19-08-14,Misc Food,65,
19-08-14,Misc Food,16,
24-08-14,Misc Food,117,
27-08-14,Misc Food,26,
27-08-14,Misc Food,34,
27-08-14,Misc Food,78,
27-08-14,Misc Food,85,
31-08-14,Misc Food,203,
03-09-14,Misc Food,36,
08-09-14,Misc Food,10,
09-09-14,Misc Food,16,
11-09-14,Misc Food,44,
11-09-14,Misc Food,17,
11-09-14,Misc Food,31,
15-09-14,Misc Food,9,
15-09-14,Misc Food,144,
15-09-14,Misc Food,18,
20-09-14,Misc Food,54,
26-09-14,Misc Food,21,
26-09-14,Misc Food,39,
26-09-14,Misc Food,13,
30-09-14,Misc Food,31,
01-10-14,Misc Food,32,
04-10-14,Misc Food,12,
04-10-14,Misc Food,45,
04-10-14,Misc Food,10,
06-10-14,Misc Food,35,
10-10-14,Misc Food,31,
14-10-14,Misc Food,54,
14-10-14,Misc Food,37,
14-10-14,Misc Food,11,
14-10-14,Misc Food,29,
21-10-14,Misc Food,5,
23-10-14,Misc Food,1,
23-10-14,Misc Food,3,
30-10-14,Misc Food,5,
30-10-14,Misc Food,30,
31-10-14,Misc Food,35,
31-10-14,Misc Food,25,
04-11-14,Misc Food,13,
05-11-14,Misc Food,40,
05-11-14,Misc Food,34,
05-11-14,Misc Food,25,
06-11-14,Misc Food,44,
06-11-14,Misc Food,61,
06-11-14,Misc Food,39,
06-11-14,Misc Food,48,
12-11-14,Misc Food,6,
17-11-14,Misc Food,53,
24-11-14,Misc Food,20,
24-11-14,Misc Food,7,
26-11-14,Misc Food,19,
27-11-14,Misc Food,139,
28-11-14,Misc Food,14,
28-11-14,Misc Food,23,
28-11-14,Misc Food,40,
28-11-14,Misc Food,9,
28-11-14,Misc Food,6,
30-11-14,Misc Food,5,
30-11-14,Misc Food,18,
02-12-14,Misc Food,8,
02-12-14,Misc Food,15,
03-12-14,Misc Food,21,
05-12-14,Misc Food,20,
12-12-14,Misc Food,154,
12-12-14,Misc Food,66,
15-12-14,Misc Food,211,
15-12-14,Misc Food,13,
15-12-14,Misc Food,81,
18-12-14,Misc Food,19,
18-12-14,Misc Food,38,
29-12-14,Misc Food,60,
29-12-14,Misc Food,48,
31-12-14,Misc Food,82,
22-01-15,Misc Food,22,
31-01-15,Misc Food,14,
31-01-15,Misc Food,20,
31-01-15,Misc Food,15,
01-02-15,Misc Food,1,
01-02-15,Misc Food,1,
01-02-15,Misc Food,15,
01-02-15,Misc Food,6,
05-02-15,Misc Food,69,
17-02-15,Misc Food,12,
17-02-15,Misc Food,36,
18-02-15,Misc Food,171,
18-02-15,Misc Food,171,
27-02-15,Misc Food,15,
27-02-15,Misc Food,11,
28-02-15,Misc Food,70,
03-03-15,Misc Food,25,
10-03-15,Misc Food,22,
10-03-15,Misc Food,211,
30-03-15,Misc Food,5,
30-03-15,Misc Food,69,
30-03-15,Misc Food,5,
01-04-15,Misc Food,5,
08-04-15,Misc Food,4,
08-04-15,Misc Food,6,
13-04-15,Misc Food,24,
16-04-15,Misc Food,13,
16-04-15,Misc Food,9,
16-04-15,Misc Food,32,
17-04-15,Misc Food,108,
17-04-15,Misc Food,38,
17-04-15,Misc Food,55,
17-04-15,Misc Food,93,
28-04-15,Misc Food,39,
29-04-15,Misc Food,15,
29-04-15,Misc Food,3,
30-04-15,Misc Food,37,
01-05-15,Misc Food,53,
01-05-15,Misc Food,104,
08-05-15,Misc Food,126,
11-05-15,Misc Food,33,
13-05-15,Misc Food,61,
19-05-15,Misc Food,9,
19-05-15,Misc Food,29,
19-05-15,Misc Food,29,
28-05-15,Misc Food,12,
28-05-15,Misc Food,8,
28-05-15,Misc Food,16,
28-05-15,Misc Food,21,
29-05-15,Misc Food,69,
01-06-15,Misc Food,33,
01-06-15,Misc Food,63,
08-06-15,Misc Food,14,
08-06-15,Misc Food,40,
08-06-15,Misc Food,20,
11-06-15,Misc Food,2,
16-06-15,Misc Food,325,
16-06-15,Misc Food,82,
19-06-15,Misc Food,87,
19-06-15,Misc Food,26,
19-06-15,Misc Food,7,
19-06-15,Misc Food,10,
19-06-15,Misc Food,46,
19-06-15,Misc Food,30,
24-06-15,Misc Food,180,
24-06-15,Misc Food,33,
24-06-15,Misc Food,65,
24-06-15,Misc Food,42,
30-06-15,Misc Food,101,
07-07-15,Misc Food,38,
07-07-15,Misc Food,6,
07-07-15,Misc Food,32,
08-07-15,Misc Food,12,
29-07-15,Misc Food,40,
10-08-15,Misc Food,122,
26-08-15,Misc Food,13,
26-08-15,Misc Food,5,
11-09-15,Misc Food,28,
11-09-15,Misc Food,17,
14-09-15,Misc Food,52,
14-09-15,Misc Food,16,
16-09-15,Misc Food,29,
16-09-15,Misc Food,197,
18-09-15,Misc Food,5,
21-09-15,Misc Food,145,
22-09-15,Misc Food,60,
24-09-15,Misc Food,11,
24-09-15,Misc Food,12,
24-09-15,Misc Food,12,
24-09-15,Misc Food,10,
25-09-15,Misc Food,12,
28-09-15,Misc Food,268,
28-09-15,Misc Food,326,
28-09-15,Misc Food,3,
28-09-15,Misc Food,46,
05-10-15,Misc Food,15,
08-10-15,Misc Food,12,
10-10-15,Misc Food,6,
19-10-15,Misc Food,112,
26-10-15,Misc Food,27,
26-10-15,Misc Food,50,
26-10-15,Misc Food,98,
26-10-15,Misc Food,133,
29-10-15,Misc Food,19,
29-10-15,Misc Food,26,
30-10-15,Misc Food,67,
02-11-15,Misc Food,6,
02-11-15,Misc Food,9,
02-11-15,Misc Food,14,
13-11-15,Misc Food,4,
17-11-15,Misc Food,21,
17-11-15,Misc Food,49,
17-11-15,Misc Food,20,
20-11-15,Misc Food,63,
25-11-15,Misc Food,70,
25-11-15,Misc Food,25,
25-11-15,Misc Food,10,
30-11-15,Misc Food,36,
04-12-15,Misc Food,25,
09-12-15,Misc Food,39,
09-12-15,Misc Food,46,
11-12-15,Misc Food,44,
11-12-15,Misc Food,90,
11-12-15,Misc Food,12,
11-12-15,Misc Food,16,
11-12-15,Misc Food,18,
11-12-15,Misc Food,57,
11-12-15,Misc Food,12,
11-12-15,Misc Food,41,
11-12-15,Misc Food,5,
16-12-15,Misc Food,40,
16-12-15,Misc Food,18,
18-12-15,Misc Food,63,
21-12-15,Misc Food,30,
21-12-15,Misc Food,7,
21-12-15,Misc Food,111,
31-12-15,Misc Food,49,
06-01-16,Misc Food,22,
18-01-16,Misc Food,6,
20-01-16,Misc Food,12,
29-01-16,Misc Food,60,
,,17003,0
,,,
03-04-13,Kitchen Wine & Cooking Alcohol,105,
09-04-13,Kitchen Wine & Cooking Alcohol,56,
09-04-13,Kitchen Wine & Cooking Alcohol,,24
09-04-13,Kitchen Wine & Cooking Alcohol,91,
23-04-13,Kitchen Wine & Cooking Alcohol,107,
03-05-13,Kitchen Wine & Cooking Alcohol,90,
16-05-13,Kitchen Wine & Cooking Alcohol,80,
30-05-13,Kitchen Wine & Cooking Alcohol,127,
05-06-13,Kitchen Wine & Cooking Alcohol,137,
18-06-13,Kitchen Wine & Cooking Alcohol,92,
04-07-13,Kitchen Wine & Cooking Alcohol,205,
19-07-13,Kitchen Wine & Cooking Alcohol,127,
30-07-13,Kitchen Wine & Cooking Alcohol,88,
21-08-13,Kitchen Wine & Cooking Alcohol,139,
21-08-13,Kitchen Wine & Cooking Alcohol,107,
21-08-13,Kitchen Wine & Cooking Alcohol,23,
10-09-13,Kitchen Wine & Cooking Alcohol,34,
12-09-13,Kitchen Wine & Cooking Alcohol,81,
24-09-13,Kitchen Wine & Cooking Alcohol,148,
15-10-13,Kitchen Wine & Cooking Alcohol,408,
17-10-13,Kitchen Wine & Cooking Alcohol,84,
17-10-13,Kitchen Wine & Cooking Alcohol,25,
17-10-13,Kitchen Wine & Cooking Alcohol,15,
19-11-13,Kitchen Wine & Cooking Alcohol,73,
28-11-13,Kitchen Wine & Cooking Alcohol,35,
10-12-13,Kitchen Wine & Cooking Alcohol,328,
31-12-13,Kitchen Wine & Cooking Alcohol,683,
15-01-14,Kitchen Wine & Cooking Alcohol,71,
24-01-14,Kitchen Wine & Cooking Alcohol,358,
27-01-14,Kitchen Wine & Cooking Alcohol,26,
28-02-14,Kitchen Wine & Cooking Alcohol,23,
28-02-14,Kitchen Wine & Cooking Alcohol,8,
25-03-14,Kitchen Wine & Cooking Alcohol,94,
03-04-14,Kitchen Wine & Cooking Alcohol,258,
17-04-14,Kitchen Wine & Cooking Alcohol,23,
08-05-14,Kitchen Wine & Cooking Alcohol,313,
30-05-14,Kitchen Wine & Cooking Alcohol,92,
04-06-14,Kitchen Wine & Cooking Alcohol,209,
30-06-14,Kitchen Wine & Cooking Alcohol,12,
03-07-14,Kitchen Wine & Cooking Alcohol,105,
17-07-14,Kitchen Wine & Cooking Alcohol,185,
06-08-14,Kitchen Wine & Cooking Alcohol,201,
19-08-14,Kitchen Wine & Cooking Alcohol,117,
24-08-14,Kitchen Wine & Cooking Alcohol,25,
03-09-14,Kitchen Wine & Cooking Alcohol,261,
22-09-14,Kitchen Wine & Cooking Alcohol,127,
10-10-14,Kitchen Wine & Cooking Alcohol,138,
21-10-14,Kitchen Wine & Cooking Alcohol,163,
30-10-14,Kitchen Wine & Cooking Alcohol,42,
12-11-14,Kitchen Wine & Cooking Alcohol,188,
01-12-14,Kitchen Wine & Cooking Alcohol,199,
30-12-14,Kitchen Wine & Cooking Alcohol,12,
08-01-15,Kitchen Wine & Cooking Alcohol,271,
22-01-15,Kitchen Wine & Cooking Alcohol,69,
05-02-15,Kitchen Wine & Cooking Alcohol,188,
28-02-15,Kitchen Wine & Cooking Alcohol,23,
06-03-15,Kitchen Wine & Cooking Alcohol,92,
10-03-15,Kitchen Wine & Cooking Alcohol,282,
27-03-15,Kitchen Wine & Cooking Alcohol,69,
02-04-15,Kitchen Wine & Cooking Alcohol,69,
28-04-15,Kitchen Wine & Cooking Alcohol,12,
29-05-15,Kitchen Wine & Cooking Alcohol,12,
24-06-15,Kitchen Wine & Cooking Alcohol,348,
24-06-15,Kitchen Wine & Cooking Alcohol,28,
07-09-15,Kitchen Wine & Cooking Alcohol,179,
07-09-15,Kitchen Wine & Cooking Alcohol,60,
28-09-15,Kitchen Wine & Cooking Alcohol,264,
05-11-15,Kitchen Wine & Cooking Alcohol,120,
27-11-15,Kitchen Wine & Cooking Alcohol,180,
27-11-15,Kitchen Wine & Cooking Alcohol,20,
30-11-15,Kitchen Wine & Cooking Alcohol,13,
09-12-15,Kitchen Wine & Cooking Alcohol,176,
21-12-15,Kitchen Wine & Cooking Alcohol,36,
11-01-16,Kitchen Wine & Cooking Alcohol,57,
13-01-16,Kitchen Wine & Cooking Alcohol,176,
13-01-16,Kitchen Wine & Cooking Alcohol,181,
,,9663,24
,,,
01-02-12,Soft Drinks,299,
13-01-13,Soft Drinks,2,
